emp_no,salary,from_date
17145,82804,1997-06-27
17145,86551,1998-06-27
17145,88891,1999-06-27
17145,91234,2000-06-26
17145,94879,2001-06-26
17145,98590,2002-06-26
17149,80244,1995-10-01
17149,83831,1996-09-30
17149,87317,1997-09-30
17149,91549,1998-09-30
17149,93991,1999-09-30
17149,93720,2000-09-29
17149,94309,2001-09-29
17151,81175,1998-10-24
17151,83786,1999-10-24
17151,85759,2000-10-23
17151,87005,2001-10-23
17152,88026,1991-04-05
17152,90174,1992-04-04
17152,90438,1993-04-04
17152,91652,1994-04-04
17152,92608,1995-04-04
17152,92803,1996-04-03
17152,97032,1997-04-03
17152,96900,1998-04-03
17152,100383,1999-04-03
17152,101894,2000-04-02
17152,103977,2001-04-02
17152,107987,2002-04-02
17155,80967,2001-09-17
17159,82145,1999-10-19
17159,82995,2000-10-18
17159,85722,2001-10-18
17169,80115,2001-11-04
17170,81074,1990-12-03
17170,85354,1991-12-03
17170,86434,1992-12-02
17170,89628,1993-12-02
17170,93218,1994-12-02
17170,97197,1995-12-02
17170,97012,1996-12-01
17170,99439,1997-12-01
17170,101819,1998-12-01
17170,103132,1999-12-01
17170,103423,2000-11-30
17170,105918,2001-11-30
17174,83502,1999-11-23
17174,87006,2000-11-22
17174,89759,2001-11-22
17177,84541,1987-10-08
17177,87114,1988-10-07
17177,90538,1989-10-07
17177,93890,1990-10-07
17177,93410,1991-10-07
17177,97590,1992-10-06
17177,97970,1993-10-06
17177,101709,1994-10-06
17177,103609,1995-10-06
17177,105733,1996-10-05
17177,107788,1997-10-05
17177,109792,1998-10-05
17177,113793,1999-10-05
17177,116152,2000-10-04
17177,116711,2001-10-04
17182,82313,2002-03-12
17185,80669,1994-10-31
17185,80437,1995-10-31
17185,82710,1996-10-30
17194,82480,1998-12-29
17197,81549,1997-02-19
17197,81175,1998-02-19
17197,85496,1999-02-19
17197,89077,2000-02-19
17197,88677,2001-02-18
17197,92353,2002-02-18
17200,80038,1997-12-01
17200,84485,1998-12-01
17200,87291,1999-12-01
17200,90893,2000-11-30
17200,90941,2001-11-30
17205,81486,2002-05-29
17208,81153,1997-12-25
17208,85319,1998-12-25
17208,86073,1999-12-25
17208,86744,2000-12-24
17208,90425,2001-12-24
17213,87328,1994-03-20
17213,86885,1995-03-20
17213,86405,1996-03-19
17213,89618,1997-03-19
17213,93275,1998-03-19
17213,97250,1999-03-19
17213,101639,2000-03-18
17213,105864,2001-03-18
17213,109954,2002-03-18
17214,83242,1997-08-16
17214,85715,1998-08-16
17214,87892,1999-08-16
17214,91332,2000-08-15
17214,91127,2001-08-15
17219,82547,1989-08-23
17219,85169,1990-08-23
17219,88822,1991-08-23
17219,90293,1992-08-22
17219,90107,1993-08-22
17219,90919,1994-08-22
17226,80888,1995-04-07
17226,81019,1996-04-05
17226,83512,1997-04-05
17226,85680,1998-04-06
17226,88617,1999-04-06
17226,90078,2000-04-05
17226,91370,2001-04-05
17226,91050,2002-04-04
17230,82054,1995-03-10
17230,81858,1996-03-09
17230,85303,1997-03-09
17230,88664,1998-03-09
17230,92631,1999-03-09
17230,94729,2000-03-08
17230,97789,2001-03-08
17230,101540,2002-03-08
17232,80781,1997-05-25
17232,83663,1998-05-25
17232,84929,1999-05-25
17232,88105,2000-05-24
17232,92558,2001-05-24
17232,95169,2002-05-24
17236,80033,1988-02-02
17236,80204,1989-02-01
17236,81355,1990-02-01
17236,81883,1991-02-01
17236,82785,1992-02-01
17236,87037,1993-01-31
17236,90346,1994-01-31
17236,92857,1995-01-31
17236,96584,1996-01-31
17236,98991,1997-01-30
17236,101003,1998-01-30
17236,103108,1999-01-30
17236,102946,2000-01-30
17236,106056,2001-01-29
17236,107614,2002-01-29
17237,81092,1999-09-26
17237,84125,2000-09-25
17237,85219,2001-09-25
17238,101701,1985-07-07
17238,102718,1986-07-07
17238,105626,1987-07-07
17238,107584,1988-07-06
17238,107523,1989-07-06
17238,111530,1990-07-06
17238,114943,1991-07-06
17238,118429,1992-07-05
17238,120814,1993-07-05
17238,122175,1994-07-05
17238,124597,1995-07-05
17238,126019,1996-07-04
17238,126065,1997-07-04
17238,129375,1998-07-04
17238,131563,1999-07-04
17238,134918,2000-07-03
17238,137699,2001-07-03
17238,138233,2002-07-03
17245,81426,1995-01-12
17245,81569,1996-01-12
17245,81746,1997-01-11
17245,84461,1998-01-11
17245,85359,1999-01-11
17245,85731,2000-01-11
17245,88903,2001-01-10
17245,90553,2002-01-10
17251,89832,1991-09-02
17251,89991,1992-09-01
17251,93785,1993-09-01
17251,97631,1994-09-01
17251,101283,1995-09-01
17251,103379,1996-08-31
17251,105885,1997-08-31
17251,107105,1998-08-31
17253,80022,1995-11-14
17253,80667,1996-11-13
17253,84396,1997-11-13
17253,85503,1998-11-13
17253,89498,1999-11-13
17253,91024,2000-11-12
17253,94099,2001-11-12
17255,80048,2002-04-15
17256,86773,1993-06-11
17256,88443,1994-06-11
17256,91819,1995-06-11
17256,93615,1996-06-10
17256,94673,1997-06-10
17256,96977,1998-06-10
17256,100576,1999-06-10
17256,101437,2000-06-09
17256,101758,2001-06-09
17256,105597,2002-06-09
17266,83740,1996-02-13
17273,80990,1989-07-05
17273,81190,1990-07-05
17273,82282,1991-07-05
17273,86107,1992-07-04
17273,87245,1993-07-04
17273,91472,1994-07-04
17273,92316,1995-07-04
17273,93927,1996-07-03
17273,95778,1997-07-03
17273,98954,1998-07-03
17273,103217,1999-07-03
17273,106538,2000-07-02
17273,109845,2001-07-02
17273,112159,2002-07-02
17278,84477,1997-09-13
17278,85458,1998-09-13
17278,85059,1999-09-13
17278,88429,2000-09-12
17278,90394,2001-09-12
17280,80956,1997-01-02
17280,82011,1998-01-02
17280,84969,1999-01-02
17280,84680,2000-01-02
17280,85390,2001-01-01
17280,85624,2002-01-01
17283,80231,1998-09-12
17283,82997,1999-09-12
17283,86402,2000-09-11
17283,90776,2001-09-11
17291,85606,1999-01-05
17291,86975,2000-01-05
17291,89226,2001-01-04
17291,89619,2002-01-04
17295,80232,2002-05-06
17298,81229,1992-09-15
17298,84363,1993-09-15
17298,85868,1994-09-15
17298,85618,1995-09-15
17298,88019,1996-09-14
17298,90587,1997-09-14
17298,90527,1998-09-14
17298,94912,1999-09-14
17298,98499,2000-09-13
17298,99138,2001-09-13
17307,80621,2000-06-14
17307,82260,2001-06-14
17307,84769,2002-06-14
17312,83072,2000-04-03
17312,83393,2001-04-03
17312,86520,2002-04-03
17314,81130,1996-09-19
17314,85073,1997-09-19
17314,86058,1998-09-19
17314,89748,1999-09-19
17314,93097,2000-09-18
17314,93043,2001-09-18
17317,81729,2002-06-08
17318,83037,2001-04-19
17318,84430,2002-04-19
17328,82371,1994-11-26
17328,85993,1995-11-26
17328,86080,1996-11-25
17328,86365,1997-11-25
17328,87104,1998-11-25
17328,87500,1999-11-25
17328,89769,2000-11-24
17328,93125,2001-11-24
17336,80209,1992-02-24
17336,80059,1993-02-23
17336,81611,1994-02-23
17336,84926,1995-02-23
17336,88715,1996-02-23
17336,90416,1997-02-22
17336,93532,1998-02-22
17336,94980,1999-02-22
17336,94992,2000-02-22
17336,99482,2001-02-21
17336,103218,2002-02-21
17340,82997,1994-07-03
17340,87423,1995-07-03
17340,90751,1996-07-02
17340,92278,1997-07-02
17340,96608,1998-07-02
17340,97711,1999-07-02
17340,100290,2000-07-01
17340,102686,2001-07-01
17340,106500,2002-07-01
17343,81618,1997-11-24
17343,84323,1998-11-24
17343,85200,1999-11-24
17343,85104,2000-11-23
17343,89468,2001-11-23
17344,81060,1995-08-03
17344,84772,1996-08-02
17344,87043,1997-08-02
17344,90246,1998-08-02
17344,91452,1999-08-02
17344,93859,2000-08-01
17344,97439,2001-08-01
17344,98845,2002-08-01
17352,81679,1998-05-05
17352,84477,1999-05-05
17352,86917,2000-05-04
17352,88367,2001-05-04
17352,88218,2002-05-04
17353,80308,1996-04-19
17353,84103,1997-04-19
17353,87844,1998-04-19
17353,89305,1999-04-19
17353,92113,2000-04-18
17353,93703,2001-04-18
17353,95419,2002-04-18
17359,81493,1997-10-21
17359,83860,1998-10-21
17359,85200,1999-10-21
17359,86411,2000-10-20
17359,88983,2001-10-20
17365,81839,1994-11-16
17365,81560,1995-11-16
17365,83959,1996-11-15
17365,83643,1997-11-15
17365,84041,1998-11-15
17365,86849,1999-11-15
17365,88672,2000-11-14
17365,92877,2001-11-14
17367,102267,1992-01-23
17367,105422,1993-01-22
17367,107106,1994-01-22
17367,108538,1995-01-22
17367,111329,1996-01-22
17367,111351,1997-01-21
17367,114434,1998-01-21
17367,114645,1999-01-21
17367,117299,2000-01-21
17367,119160,2001-01-20
17367,121885,2002-01-20
17370,80077,2002-01-11
17371,81774,1999-10-14
17371,84742,2000-10-13
17371,88073,2001-10-13
17373,83672,1999-11-23
17373,86526,2000-11-22
17373,88956,2001-11-22
17375,82872,1995-03-26
17375,86481,1996-03-25
17375,90168,1997-03-25
17375,90325,1998-03-25
17375,91870,1999-03-25
17375,92805,2000-03-24
17375,96537,2001-03-24
17375,97509,2002-03-24
17377,80484,1992-04-08
17377,83817,1993-04-08
17377,85224,1994-04-08
17377,86269,1995-04-08
17377,87458,1996-04-06
17377,89641,1997-04-07
17377,90527,1998-04-07
17377,92572,1999-04-07
17377,93695,2000-04-06
17377,97452,2001-04-06
17377,98486,2002-04-05
17384,82312,2001-04-02
17384,85889,2002-04-01
17388,82489,2000-03-01
17388,82094,2001-03-01
17388,85757,2002-03-01
17390,80606,1997-02-19
17393,80210,2002-03-07
17395,81777,1994-10-04
17395,84817,1995-10-04
17395,88211,1996-10-03
17395,89388,1997-10-03
17395,90388,1998-10-03
17399,82999,1988-07-20
17399,86403,1989-07-20
17399,87643,1990-07-20
17399,91634,1991-07-20
17399,95275,1992-07-19
17399,97401,1993-07-19
17399,98749,1994-07-19
17399,100803,1995-07-19
17399,101169,1996-07-18
17399,101402,1997-07-18
17399,105476,1998-07-18
17399,108594,1999-07-18
17399,110542,2000-07-17
17399,112389,2001-07-17
17399,112183,2002-07-17
17405,81956,1991-04-20
17405,85514,1992-04-19
17405,86167,1993-04-19
17405,90393,1994-04-19
17405,94225,1995-04-19
17405,96186,1996-04-18
17405,97182,1997-04-18
17405,97335,1998-04-18
17405,100662,1999-04-18
17405,100889,2000-04-17
17405,104112,2001-04-17
17405,107656,2002-04-17
17408,80048,1997-11-15
17408,82936,1998-11-15
17408,87191,1999-11-15
17408,89190,2000-11-14
17408,91888,2001-11-14
17415,80430,2002-01-12
17420,82646,1995-10-12
17420,84909,1996-10-11
17420,85484,1997-10-11
17420,89927,1998-10-11
17420,93131,1999-10-11
17420,96963,2000-10-10
17420,97003,2001-10-10
17421,80448,1992-02-11
17421,81328,1993-02-10
17421,83874,1994-02-10
17421,84018,1995-02-10
17421,86659,1996-02-10
17421,90729,1997-02-09
17421,93091,1998-02-09
17421,93079,1999-02-09
17421,95335,2000-02-09
17421,98047,2001-02-08
17421,102016,2002-02-08
17423,80284,2001-09-02
17429,83336,2000-06-30
17429,86212,2001-06-30
17429,89648,2002-06-30
17432,81259,1991-07-02
17432,84932,1992-07-01
17432,85937,1993-07-01
17432,88511,1994-07-01
17432,89726,1995-07-01
17432,89475,1996-06-30
17432,92106,1997-06-30
17432,93806,1998-06-30
17432,94772,1999-06-30
17432,98367,2000-06-29
17434,80678,1997-02-01
17434,84759,1998-02-01
17434,85008,1999-02-01
17434,86885,2000-02-01
17434,89281,2001-01-31
17434,90526,2002-01-31
17435,82854,2002-07-23
17436,80621,1986-08-12
17436,83437,1987-08-12
17436,86222,1988-08-11
17436,90331,1989-08-11
17436,92007,1990-08-11
17436,95034,1991-08-11
17436,96171,1992-08-10
17436,96329,1993-08-10
17436,97450,1994-08-10
17436,99863,1995-08-10
17436,99465,1996-08-09
17436,102424,1997-08-09
17436,101954,1998-08-09
17436,103724,1999-08-09
17436,103340,2000-08-08
17436,106178,2001-08-08
17440,83922,1995-07-06
17440,86451,1996-07-05
17440,89757,1997-07-05
17440,92710,1998-07-05
17440,94119,1999-07-05
17440,95193,2000-07-04
17440,95297,2001-07-04
17440,99374,2002-07-04
17442,81559,2002-05-26
17443,81308,1992-07-18
17443,84376,1993-07-18
17443,84407,1994-07-18
17443,84746,1995-07-18
17443,85939,1996-07-17
17443,86883,1997-07-17
17443,90678,1998-07-17
17443,93028,1999-07-17
17443,96762,2000-07-16
17443,96919,2001-07-16
17443,96929,2002-07-16
17448,80444,2001-01-31
17448,81041,2002-01-31
17450,84603,1997-11-02
17450,88090,1998-11-02
17450,90518,1999-11-02
17450,92830,2000-11-01
17450,92631,2001-11-01
17454,80873,2001-05-22
17454,83083,2002-05-22
17457,81543,2000-01-01
17457,83454,2000-12-31
17457,84901,2001-12-31
17459,81314,1992-04-23
17459,82403,1993-04-23
17459,85389,1994-04-23
17459,86617,1995-04-23
17459,87817,1996-04-22
17459,89491,1997-04-22
17459,92742,1998-04-22
17459,95002,1999-04-22
17459,95976,2000-04-21
17459,99606,2001-04-21
17459,99957,2002-04-21
17461,81609,1985-04-12
17461,82525,1986-04-12
17461,83542,1987-04-12
17461,83294,1988-04-11
17461,84895,1989-04-11
17461,88748,1990-04-11
17461,92014,1991-04-11
17461,95947,1992-04-10
17461,97660,1993-04-10
17461,100671,1994-04-10
17461,102124,1995-04-10
17461,101690,1996-04-09
17461,101666,1997-04-09
17461,102408,1998-04-09
17461,106537,1999-04-09
17461,107760,2000-04-08
17461,110113,2001-04-08
17461,111938,2002-04-08
17462,89420,1999-04-07
17462,91754,2000-04-06
17462,95279,2001-04-06
17462,98577,2002-04-05
17469,82592,1996-10-16
17469,85362,1997-10-16
17469,88906,1998-10-16
17469,91298,1999-10-16
17469,94770,2000-10-15
17469,94416,2001-10-15
17470,80450,1993-07-21
17470,81373,1994-07-21
17470,83091,1995-07-21
17470,85190,1996-07-20
17470,88257,1997-07-20
17470,91089,1998-07-20
17470,95563,1999-07-20
17470,99266,2000-07-19
17470,98878,2001-07-19
17470,101205,2002-07-19
17474,82238,2001-05-31
17474,85867,2002-05-31
17475,83206,1993-02-26
17475,87660,1994-02-26
17475,89421,1995-02-26
17475,89340,1996-02-26
17475,92671,1997-02-25
17475,96546,1998-02-25
17475,96522,1999-02-25
17475,96113,2000-02-25
17475,96621,2001-02-24
17475,99911,2002-02-24
17476,80342,2001-08-01
17476,84532,2002-08-01
17481,82149,1990-12-21
17481,84344,1991-12-21
17481,85016,1992-12-20
17481,85425,1993-12-20
17481,89690,1994-12-20
17481,94062,1995-12-20
17481,96107,1996-12-19
17481,96312,1997-12-19
17481,99715,1998-12-19
17481,103453,1999-12-19
17481,105882,2000-12-18
17481,108326,2001-12-18
17482,83515,1998-03-27
17482,86685,1999-03-27
17482,89372,2000-03-26
17482,93674,2001-03-26
17482,95529,2002-03-26
17483,82821,2000-09-02
17483,85109,2001-09-02
17485,81469,1997-07-12
17485,83671,1998-07-12
17485,86856,1999-07-12
17485,90878,2000-07-11
17485,95162,2001-07-11
17485,97121,2002-07-11
17491,80457,2000-12-20
17491,80912,2001-12-20
17492,83228,1987-08-08
17492,86740,1988-08-07
17492,87095,1989-08-07
17492,91249,1990-08-07
17492,93514,1991-08-07
17492,94331,1992-08-06
17492,95295,1993-08-06
17492,98449,1994-08-06
17492,99444,1995-08-06
17492,101540,1996-08-05
17492,103342,1997-08-05
17492,106177,1998-08-05
17492,107574,1999-08-05
17492,111188,2000-08-04
17492,111186,2001-08-04
17496,81017,2002-03-27
17497,80126,1997-11-23
17497,80716,1998-11-23
17497,82980,1999-11-23
17497,86946,2000-11-22
17497,88694,2001-11-22
17498,83468,1999-01-23
17498,84846,2000-01-23
17498,84785,2001-01-22
17498,85670,2002-01-22
17505,82550,1996-02-19
17505,86288,1997-02-18
17505,86922,1998-02-18
17505,88314,1999-02-18
17505,91719,2000-02-18
17505,91502,2001-02-17
17505,93686,2002-02-17
17507,84985,1986-08-07
17507,86979,1987-08-07
17507,91026,1988-08-06
17507,94422,1989-08-06
17507,96580,1990-08-06
17507,98798,1991-08-06
17507,98946,1992-08-05
17507,98481,1993-08-05
17507,99800,1994-08-05
17507,102767,1995-08-05
17507,106329,1996-08-04
17507,107569,1997-08-04
17507,107200,1998-08-04
17507,106945,1999-08-04
17513,80444,1999-11-01
17513,82449,2000-10-31
17513,86279,2001-10-31
17526,88889,1994-12-30
17526,90073,1995-12-30
17526,91650,1996-12-29
17526,96147,1997-12-29
17526,95953,1998-12-29
17526,95477,1999-12-29
17526,97720,2000-12-28
17526,98719,2001-12-28
17528,80092,1995-10-20
17528,84371,1996-10-19
17528,88508,1997-10-19
17528,92995,1998-10-19
17528,94419,1999-10-19
17528,98863,2000-10-18
17528,99702,2001-10-18
17532,91343,1997-02-07
17532,94199,1998-02-07
17532,94773,1999-02-07
17532,97475,2000-02-07
17532,100302,2001-02-06
17532,101047,2002-02-06
17533,80305,2001-02-06
17533,80085,2002-02-06
17535,82672,2001-09-24
17538,85269,1999-04-06
17538,89447,2000-04-05
17538,88961,2001-04-05
17538,92197,2002-04-04
17544,80349,1997-07-06
17544,81338,1998-07-06
17544,83782,1999-07-06
17544,86779,2000-07-05
17544,90965,2001-07-05
17544,94976,2002-07-05
17545,81741,2002-01-26
17549,80506,1999-05-11
17549,83248,2000-05-10
17549,86982,2001-05-10
17556,80256,1997-07-21
17556,83311,1998-07-21
17556,86988,1999-07-21
17556,86811,2000-07-20
17556,89767,2001-07-20
17556,93830,2002-07-20
17557,82353,1997-06-25
17557,82548,1998-06-25
17557,85826,1999-06-25
17557,86784,2000-06-24
17557,88344,2001-06-24
17557,92497,2002-06-24
17567,82102,1998-12-07
17567,85542,1999-12-07
17567,85877,2000-12-06
17567,86949,2001-12-06
17572,82800,1988-10-04
17572,86764,1989-10-04
17572,86506,1990-10-04
17572,88056,1991-10-04
17572,91293,1992-10-03
17572,94371,1993-10-03
17572,97204,1994-10-03
17572,99460,1995-10-03
17572,103364,1996-10-02
17572,107025,1997-10-02
17572,110172,1998-10-02
17572,110701,1999-10-02
17572,110241,2000-10-01
17572,109853,2001-10-01
17573,80320,1988-04-04
17573,82672,1989-04-04
17573,85812,1990-04-04
17573,88488,1991-04-04
17573,91139,1992-04-03
17573,90842,1993-04-03
17573,93851,1994-04-03
17573,95872,1995-04-03
17573,96183,1996-04-02
17573,96730,1997-04-02
17573,98736,1998-04-02
17573,99149,1999-04-02
17573,99979,2000-04-01
17573,100473,2001-04-01
17573,103008,2002-04-01
17578,80961,1994-05-11
17578,85202,1995-05-11
17578,87591,1996-05-10
17578,90632,1997-05-10
17578,92749,1998-05-10
17578,92749,1999-05-10
17578,92318,2000-05-09
17578,95368,2001-05-09
17578,95612,2002-05-09
17583,83911,2002-05-06
17587,80205,1999-05-20
17587,84540,2000-05-19
17587,84568,2001-05-19
17587,87446,2002-05-19
17592,81141,1999-05-27
17592,83844,2000-05-26
17592,87344,2001-05-26
17592,88478,2002-05-26
17594,83040,1999-09-13
17594,87218,2000-09-12
17594,88715,2001-09-12
17597,80243,1997-11-21
17597,82153,1998-11-21
17597,82573,1999-11-21
17597,83718,2000-11-20
17597,87912,2001-11-20
17599,80673,1994-10-24
17599,82891,1995-10-24
17599,86517,1996-10-23
17599,90993,1997-10-23
17599,94170,1998-10-23
17599,97947,1999-10-23
17599,97496,2000-10-22
17599,97789,2001-10-22
17607,81107,1999-05-13
17607,84336,2000-05-12
17609,81779,1994-11-25
17609,82122,1995-11-25
17609,84787,1996-11-24
17609,84623,1997-11-24
17609,87294,1998-11-24
17609,91411,1999-11-24
17609,92820,2000-11-23
17609,95134,2001-11-23
17610,80162,1995-02-08
17610,83999,1996-02-08
17610,87310,1997-02-07
17610,91438,1998-02-07
17610,92948,1999-02-07
17610,96105,2000-02-07
17610,99442,2001-02-06
17610,102907,2002-02-06
17626,81965,2001-12-25
17628,80688,1998-03-17
17628,83305,1999-03-17
17628,84165,2000-03-16
17628,86643,2001-03-16
17628,86682,2002-03-16
17629,81867,1992-11-20
17629,86257,1993-11-20
17629,86229,1994-11-20
17629,90609,1995-11-20
17629,94936,1996-11-19
17629,98426,1997-11-19
17629,98963,1998-11-19
17629,100290,1999-11-19
17629,103705,2000-11-18
17629,106164,2001-11-18
17632,81949,1987-02-13
17632,84233,1988-02-13
17632,86465,1989-02-12
17632,86986,1990-02-12
17632,90905,1991-02-12
17632,94182,1992-02-12
17632,94248,1993-02-11
17632,97460,1994-02-11
17632,100457,1995-02-11
17632,102454,1996-02-11
17632,103964,1997-02-10
17632,104201,1998-02-10
17632,104504,1999-02-10
17632,107520,2000-02-10
17632,108932,2001-02-09
17632,108694,2002-02-09
17641,80196,1993-05-15
17641,80496,1994-05-15
17641,83419,1995-05-15
17641,85661,1996-05-14
17641,87287,1997-05-14
17641,87365,1998-05-14
17641,87371,1999-05-14
17641,89173,2000-05-13
17641,89501,2001-05-13
17641,90090,2002-05-13
17644,80676,1994-04-08
17644,83182,1995-04-08
17644,84632,1996-04-06
17644,84727,1997-04-07
17644,84857,1998-04-07
17644,86600,1999-04-07
17644,89634,2000-04-06
17644,90516,2001-04-06
17644,90130,2002-04-05
17646,80269,2001-01-20
17646,81361,2002-01-20
17647,81783,1992-08-03
17647,85646,1993-08-03
17647,89356,1994-08-03
17647,90042,1995-08-03
17647,90278,1996-08-02
17647,93639,1997-08-02
17647,94851,1998-08-02
17647,97982,1999-08-02
17647,99286,2000-08-01
17647,101011,2001-08-01
17647,102771,2002-08-01
17649,80677,1991-07-12
17649,84849,1992-07-11
17649,85504,1993-07-11
17649,89241,1994-07-11
17649,93231,1995-07-11
17649,95522,1996-07-10
17649,95580,1997-07-10
17649,97754,1998-07-10
17649,102161,1999-07-10
17649,106136,2000-07-09
17649,105966,2001-07-09
17649,105964,2002-07-09
17653,82008,1994-03-20
17653,81580,1995-03-20
17653,85965,1996-03-19
17653,87095,1997-03-19
17653,90481,1998-03-19
17653,90504,1999-03-19
17653,91155,2000-03-18
17653,93680,2001-03-18
17653,97968,2002-03-18
17660,80273,1992-03-26
17660,83398,1993-03-26
17662,81824,1992-10-27
17662,84889,1993-10-27
17662,88645,1994-10-27
17662,88536,1995-10-27
17662,89005,1996-10-26
17662,90525,1997-10-26
17662,93831,1998-10-26
17662,94994,1999-10-26
17662,96728,2000-10-25
17662,99153,2001-10-25
17668,83572,1996-04-09
17668,83859,1997-04-09
17668,86963,1998-04-09
17668,90104,1999-04-09
17668,94053,2000-04-08
17668,96108,2001-04-08
17668,98408,2002-04-08
17670,84401,1995-04-07
17670,84855,1996-04-05
17670,89004,1997-04-05
17670,89947,1998-04-06
17670,91164,1999-04-06
17670,92750,2000-04-05
17670,96638,2001-04-05
17670,96438,2002-04-04
17671,82871,1992-04-03
17671,84050,1993-04-03
17671,88540,1994-04-03
17671,90493,1995-04-03
17671,92302,1996-04-02
17671,94457,1997-04-02
17671,95994,1998-04-02
17671,97544,1999-04-02
17671,99497,2000-04-01
17671,101528,2001-04-01
17671,105599,2002-04-01
17672,80935,1996-01-20
17672,83306,1997-01-19
17672,87436,1998-01-19
17672,91786,1999-01-19
17672,92476,2000-01-19
17672,92681,2001-01-18
17672,95426,2002-01-18
17679,82479,1999-08-18
17679,82838,2000-08-17
17679,83936,2001-08-17
17681,80785,1994-09-23
17681,81173,1995-09-23
17681,85527,1996-09-22
17681,89988,1997-09-22
17681,92196,1998-09-22
17681,96263,1999-09-22
17689,84128,2001-04-12
17689,84783,2002-04-12
17690,83022,1997-07-02
17690,87259,1998-07-02
17690,91703,1999-07-02
17690,95609,2000-07-01
17690,97390,2001-07-01
17690,99339,2002-07-01
17692,81186,1994-01-29
17692,85114,1995-01-29
17692,87899,1996-01-29
17692,88613,1997-01-28
17692,91906,1998-01-28
17692,93227,1999-01-28
17692,93472,2000-01-28
17692,96348,2001-01-27
17692,99743,2002-01-27
17698,82078,1997-08-05
17698,85166,1998-08-05
17698,85025,1999-08-05
17698,87883,2000-08-04
17698,91443,2001-08-04
17699,81694,2002-07-17
17700,86991,1992-11-23
17700,86596,1993-11-23
17700,87197,1994-11-23
17700,87847,1995-11-23
17700,89687,1996-11-22
17700,91259,1997-11-22
17700,92255,1998-11-22
17700,92071,1999-11-22
17700,94600,2000-11-21
17700,96624,2001-11-21
17712,81190,1999-11-30
17712,80712,2000-11-29
17712,81727,2001-11-29
17723,83783,1995-10-08
17723,87673,1996-10-07
17723,87868,1997-10-07
17723,90152,1998-10-07
17723,91700,1999-10-07
17723,95587,2000-10-06
17723,97138,2001-10-06
17724,81569,1995-04-16
17724,83229,1996-04-15
17724,85740,1997-04-15
17724,87404,1998-04-15
17724,88211,1999-04-15
17724,88238,2000-04-14
17724,88361,2001-04-14
17724,89942,2002-04-14
17725,81024,1996-02-21
17725,81077,1997-02-20
17725,81823,1998-02-20
17725,85897,1999-02-20
17725,85725,2000-02-20
17725,88063,2001-02-19
17725,92485,2002-02-19
17731,81042,1994-12-05
17731,83648,1995-12-05
17731,84790,1996-12-04
17731,86316,1997-12-04
17731,89772,1998-12-04
17731,90323,1999-12-04
17731,94805,2000-12-03
17731,98961,2001-12-03
17735,80227,1993-02-10
17735,80428,1994-02-10
17735,83704,1995-02-10
17735,88100,1996-02-10
17735,91379,1997-02-09
17735,95414,1998-02-09
17739,81966,1997-08-29
17739,85181,1998-08-29
17739,88642,1999-08-29
17739,90307,2000-08-28
17739,91836,2001-08-28
17750,80903,2000-11-17
17750,81082,2001-11-17
17753,83482,2000-01-01
17753,84788,2000-12-31
17753,88090,2001-12-31
17757,80202,1994-09-25
17757,83413,1995-09-25
17757,86727,1996-09-24
17757,89920,1997-09-24
17757,90382,1998-09-24
17757,91046,1999-09-24
17757,92341,2000-09-23
17757,95343,2001-09-23
17758,80678,1998-07-17
17758,83292,1999-07-17
17758,82792,2000-07-16
17758,85810,2001-07-16
17758,88527,2002-07-16
17761,80821,2000-09-13
17761,83118,2001-09-13
17767,89529,1991-03-17
17767,93532,1992-03-16
17767,95622,1993-03-16
17767,96888,1994-03-16
17767,98194,1995-03-16
17767,99503,1996-03-15
17767,100688,1997-03-15
17767,102796,1998-03-15
17767,106866,1999-03-15
17767,110816,2000-03-14
17767,111821,2001-03-14
17767,115758,2002-03-14
17769,81527,1988-11-14
17769,85141,1989-11-14
17771,81352,1992-02-03
17771,84122,1993-02-02
17771,86538,1994-02-02
17771,88328,1995-02-02
17771,88193,1996-02-02
17771,89951,1997-02-01
17771,92617,1998-02-01
17771,92657,1999-02-01
17771,93262,2000-02-01
17771,92938,2001-01-31
17771,96959,2002-01-31
17777,80663,1999-06-14
17777,85043,2000-06-13
17777,86162,2001-06-13
17777,85764,2002-06-13
17788,82481,2000-09-04
17788,82107,2001-09-04
17790,80813,1994-03-30
17790,81897,1995-03-30
17790,85551,1996-03-29
17790,88976,1997-03-29
17790,91448,1998-03-29
17790,94770,1999-03-29
17790,98119,2000-03-28
17790,102340,2001-03-28
17790,105318,2002-03-28
17797,84629,1988-06-18
17797,86445,1989-06-18
17797,88792,1990-06-18
17797,92974,1991-06-18
17797,94873,1992-06-17
17797,99018,1993-06-17
17797,100599,1994-06-17
17797,100512,1995-06-17
17797,102807,1996-06-16
17797,104316,1997-06-16
17798,83096,1986-10-15
17798,84107,1987-10-15
17798,85321,1988-10-14
17798,86240,1989-10-14
17798,86155,1990-10-14
17798,87697,1991-10-14
17798,89054,1992-10-13
17798,92678,1993-10-13
17798,94835,1994-10-13
17798,98905,1995-10-13
17798,102008,1996-10-12
17798,103756,1997-10-12
17798,104976,1998-10-12
17798,107180,1999-10-12
17798,111049,2000-10-11
17798,115312,2001-10-11
17803,80953,2001-07-28
17803,80899,2002-07-28
17805,84928,1992-06-02
17805,85814,1993-06-02
17805,87582,1994-06-02
17805,90656,1995-06-02
17805,94333,1996-06-01
